"name","norad_id","launch_date","decay_date","time_days","event","end_date","activity_snapshot","launch_site","orbit_center","orbit_class","orbit_type","object_type","owner","country_owner","users","purpose","launch_vehicle","perigee","apogee","inclination","period","mass","expected_lifetime","expected_lifetime_missing"
"LEMUR-2-FUENTETAJA-01",55088,2023-01-03,2024-08-04,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","Luxembourg","Commercial","Earth Observation","Falcon 9",517,"537",97.5,94.6,10,4,1
"SPACEBEE-163",55089,2023-01-03,2024-08-31,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"TRANSPORTER-6 OBJECT CK",55090,2023-01-03,2025-03-15,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","TBD","Argentina","Commercial","Technology Demonstration","Falcon 9",521,"537",97.5,95.1,270,4,1
"SPACEBEE-164",55091,2023-01-03,2024-09-26,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-166",55092,2023-01-03,2024-09-06,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"HUYGENS",55093,2023-01-03,NA,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","NOR","Norway","Military","Earth Observation","Falcon 9",516,"536",97.5,95.4,10,4,1
"SPACEBEE-165",55094,2023-01-03,2024-09-18,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-162",55095,2023-01-03,2024-09-24,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-161",55096,2023-01-03,2024-09-21,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-160",55097,2023-01-03,2024-09-16,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"BDSAT-2",55098,2023-01-03,2025-02-14,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","CZCH","Czech Republic","Civil","Communications","Falcon 9",515,"537",97.5,95.1,2,4,1
"SPACEBEE-156",55099,2023-01-03,2024-09-15,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-158",55100,2023-01-03,2024-09-13,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-159",55101,2023-01-03,2024-09-05,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Falcon 9",516,"536",97.5,94.3,2,2,0
"SPACEBEE-157",55102,2023-01-03,2024-09-01,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Communications","Fa",516,"536",97.5,94.3,2,2,0
"KUWAITSAT-1",55103,2023-01-03,NA,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","KWT","Kuwait","Civil","Technology Development","Falcon 9",515,"536",97.5,95.1,3,4,1
"AAC-AIS-SAT1",55107,2023-01-03,NA,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","PAY","UK","United Kingdom","Commercial","Earth Observation","Falcon 9",637,"654",98,95,4,4,1
"TRANSPORTER-6 OBJECT DD",55108,2023-01-03,2025-02-08,118,0,2023-05-01,"active","AFETR","EA","LEO","Sun-Synchronous","UNK","TBD","Singapore","Commercial","Technology Development","Falcon 9",513,"529",97.5,95.1,4,4,1
"OBJECT A",55133,2023-01-09,2025-12-09,112,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Technology Development","Ceres 5",495,"510",97.2,95.4,50,4,1
"OBJECT B",55134,2023-01-09,2024-11-30,112,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Meteorological","Ceres",494,"511",97.2,95.1,50,2,0
"OBJECT C",55135,2023-01-09,NA,112,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Meteorological","Ceres",494,"511",97.2,95.1,50,2,0
"OBJECT D",55136,2023-01-09,2024-11-30,112,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Technology Development","Ceres-1",494,"510",97.3,95.1,40,4,1
"OBJECT E",55137,2023-01-09,NA,112,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Civil","Technology Development","Ceres 1",493,"510",97.3,94.5,10,4,1
"ONEWEB-0532",55140,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0533",55141,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0541",55142,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0543",55143,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0544",55144,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0560",55145,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0565",55146,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0567",55147,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0569",55148,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0570",55149,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0571",55150,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0572",55151,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0573",55152,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0588",55153,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0598",55154,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0599",55155,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0614",55156,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0616",55157,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0617",55158,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0618",55159,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0619",55160,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0620",55161,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0621",55162,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0622",55163,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0623",55164,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0624",55165,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0625",55166,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0626",55167,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0627",55168,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"ONEWEB-0628",55169,2023-01-10,NA,111,0,2023-05-01,"active","AFETR","EA","LEO","Polar","PAY","UK","United Kingdom","Commercial","Communications","Falcon 9",1200,"1202",87.9,109.3,148,5,0
"APSTAR-6E",55239,2023-01-12,NA,109,0,2023-05-01,"active","XICLF","EA","GEO","Unknown","PAY","PRC","China","Commercial","Communications","Long March 3B",35700,"35700",0,1436,4300,15,0
"SHIYAN-22A (SY-22A)",55242,2023-01-13,2024-06-28,108,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Government","Technology Development","Long March 2D",512,"522",43.2,94,100,4,1
"SHIYAN-22B (SY-22B)",55243,2023-01-13,2025-10-12,108,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Government","Technology Development","Long March 2D",512,"522",43.2,94,100,4,1
"YAOGAN-37",55244,2023-01-13,NA,108,0,2023-05-01,"active","JSC","EA","LEO","Non-Polar Inclined","PAY","PRC","China","Military","Earth Observation","Long March 2D",508,"522",95.1,95.6,1000,4,1
"OBJECT A",55248,2023-01-15,2025-02-01,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Earth Observation","Long March 2D",488,"499",97.4,94.7,189,4,1
"OBJECT B",55249,2023-01-15,2024-10-24,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Earth Observation","Long March 2D",480,"497",97.4,94.7,186,4,1
"OBJECT C",55250,2023-01-15,2024-06-15,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Civil","Earth Observation","Long March 2D",485,"498",97.5,95.1,245,4,1
"OBJECT D",55251,2023-01-15,2024-05-21,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",491,"496",97.4,94.5,42,4,1
"OBJECT E",55252,2023-01-15,2024-10-31,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",487,"496",97.4,94.5,18,4,1
"OBJECT F",55253,2023-01-15,2025-02-24,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",481,"494",97.4,94.5,18,4,1
"OBJECT G",55254,2023-01-15,2024-10-13,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",478,"495",97.4,94.5,18,4,1
"OBJECT H",55255,2023-01-15,2023-12-13,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",485,"495",97.4,94.5,42,4,1
"OBJECT K",55257,2023-01-15,2025-01-24,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",479,"494",97.4,95.1,50,4,1
"OBJECT L",55258,2023-01-15,2024-11-11,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",481,"492",97.4,94.5,50,4,1
"OBJECT M",55259,2023-01-15,2024-11-30,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",483,"494",97.4,94.5,10,4,1
"OBJECT N",55260,2023-01-15,2024-06-24,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Long March 2D",481,"492",97.4,94.5,10,4,1
"OBJECT P",55261,2023-01-15,2024-10-09,106,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Technology Development","Long March 2D",480,"492",97.4,95.1,19,4,1
"USA 342",55263,2023-01-15,NA,106,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Falcon Heavy",35785,"35788",0.05,1436.1,3200,4,1
"LDPE-3A",55264,2023-01-15,NA,106,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Technology Development","Falcon Heavy",35673,"35694",0.06,1431,500,4,1
"NAVSTAR 82 (USA 343)",55268,2023-01-18,NA,103,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Falcon 9",20177,"20203",55.1,718,4352,15,0
"STARLINK-5277",55269,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5301",55270,2023-01-19,2025-02-25,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5306",55271,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5310",55272,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5291",55273,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5236",55274,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5260",55275,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5261",55276,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5299",55277,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5289",55278,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5323",55279,2023-01-19,2025-07-11,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5331",55280,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5298",55281,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5330",55282,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5317",55283,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5337",55284,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5332",55285,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5338",55286,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5341",55287,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5311",55288,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5320",55289,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5266",55290,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5327",55291,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5325",55292,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5287",55293,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5286",55294,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5293",55295,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5285",55296,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5284",55297,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5272",55298,2023-01-19,2024-09-23,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5270",55299,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5308",55300,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5321",55302,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5322",55303,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5318",55304,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5316",55305,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5295",55306,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
"STARLINK-5288",55307,2023-01-19,NA,102,0,2023-05-01,"active","AFWTR","EA","LEO","Polar","PAY","US","USA","Commercial","Communications","Falcon 9",577,"580",70,96.1,290,4,0
